ï»¿id_producto;nombre;precio;categoria_actual;subcategoria_actual;categoria_nueva;subcategoria_nueva
ME-1098;Torreznos sabor barbacoa Hacendado;14;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2754;Tortellini carne Pagani;14;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0724;Tortillas de avena 51% Hacendado;185;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0725;Tortillas de maÃ­z Hacendado;185;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0714;Tortillas de trigo Hacendado;115;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0717;Tortillas de trigo integrales Hacendado;155;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2621;Tortitas de maÃ­z campestre Hacendado;175;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2620;Tortitas de maÃ­z con sabor a jamÃ³n Hacendado;175;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2614;Tortitas de maÃ­z Hacendado;11;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4395;Trampa matacucarachas Bosque Verde;295;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2579;Tratamiento Anti Frizz Deliplus todo tipo de cabello;40;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1130;Tratamiento crema reductor intensivo noche Deliplus;49;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1793;Tratamiento para uÃ±as base 9 en 1 Deliplus vitaminada y alisadora;35;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1794;Tratamiento para uÃ±as endurecedor Deliplus;35;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1795;Tratamiento para uÃ±as gel brillo top coat Deliplus secado rÃ¡pido;35;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1799;Tratamiento para uÃ±as y cutÃ­culas SÃ©rum SOS Deliplus;35;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0995;Trenza con nueces 4%;10;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1099;Trigo snack sabor ahumado Hacendado;85;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1009;Trozo de vacuno para cocido;453;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0254;Trucha Arco iris abierta a la espalda;49;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2138;Tsatsiki Hacendado;19;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-2719;Tubitos Hacendado;205;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4449;Vasos grandes de plÃ¡stico Bosque Verde reutilizables;165;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4464;Vasos medianos de plÃ¡stico Bosque Verde reutilizables;16;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1686;Vela de cumpleaÃ±os 0 Hacendado;85;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1687;Vela de cumpleaÃ±os 1 Hacendado;85;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1688;Vela de cumpleaÃ±os 2 Hacendado;85;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1689;Vela de cumpleaÃ±os 3 Hacendado;85;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1690;Vela de cumpleaÃ±os 4 Hacendado;85;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1691;Vela de cumpleaÃ±os 5 Hacendado;85;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1692;Vela de cumpleaÃ±os 6 Hacendado;85;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1693;Vela de cumpleaÃ±os 7 Hacendado;85;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1694;Vela de cumpleaÃ±os 8 Hacendado;85;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-1695;Vela de cumpleaÃ±os 9 Hacendado;85;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-4478;Vela perfumada Berries Bosque Verde;185;Bazar y Varios;Otros bazar;Hogar y limpieza;Ambientadores
ME-4471;Vela perfumada Chai Bosque Verde;185;Bazar y Varios;Otros bazar;Hogar y limpieza;Ambientadores
ME-4481;Vela perfumada CrÃ¨me BrÃ»lÃ©e Bosque Verde;55;Bazar y Varios;Otros bazar;Hogar y limpieza;Ambientadores
ME-4472;Vela perfumada Fruta Tropical Bosque Verde;185;Bazar y Varios;Otros bazar;Hogar y limpieza;Ambientadores
ME-4480;Vela perfumada Matcha Bosque Verde;185;Bazar y Varios;Otros bazar;Hogar y limpieza;Ambientadores
ME-4477;Vela perfumada Santal Vanilla Bosque Verde;185;Bazar y Varios;Otros bazar;Hogar y limpieza;Ambientadores
ME-1696;Velas de cumpleaÃ±os Hacendado;105;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3989;Venda elÃ¡stica cohesiva Deliplus fijaciÃ³n fuerte;21;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0160;Verdura para crema de calabaza;40;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3332;Verduras asadas Hacendado;29;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-0575;Vermouth rojo Martini;119;Bazar y Varios;Otros bazar;Revisar;Revisar
ME-3340;Yemas de espÃ¡rragos Hacendado;325;Bazar y Varios;Otros bazar;Revisar;Revisar
