id,nombre_comercial,marca
300005,Queso Mahón semicurado Quesería del Mundo 220 g,DIA
263621,Mozzarella di bufala campana D.O.P. Dia Selección Mundial 125 g,Dia Selección Mundial
304700,Queso mini semicurado Dia El Cencerro 1 Kg,Dia El Cencerro
305911,Queso brie con trufa 180 g,DIA
292092,Queso de oveja curado Dia El Cencerro 200 g,Dia El Cencerro
299580,Queso Munster Quesería del Mundo 125 g,DIA
299589,Queso mascarpone gorgonzola Quesería del Mundo 180 g,DIA
302652,Queso de oveja añejo y picante Osado Dia El Cencerro 200 g,Dia El Cencerro
135172,Queso de untar con piña Castello 125 g,Castello
299879,Queso de cabra roquefort Quesería del Mundo 150 g,DIA
299087,Queso Tetilla D.O.P. Dia El Cencerro 550 g,Dia El Cencerro
299583,Queso gouda con comino Quesería del Mundo 200 g,DIA
303984,Queso mezcla Evolución Dia El Cencerro 200 g,Dia El Cencerro
307161,Queso de cabra curado Hollandse Geitenkaas I.G.P. 175 g,DIA
292414,Queso fresco protein plus Burgo de Arias tarrina 3 x 70 g,Burgo de Arias
306964,Queso en dados para ensaladas García Baquero 2 x 50 g,García Baquero
265535,Queso gouda viejo Dia Selección Mundial 200 g,Dia Selección Mundial
282774,Queso de oveja curado trufado Vega Sotuélamos 170 g,Vega Sotuélamos
303983,Queso mezcla Tradición Dia El Cencerro 200 g,Dia El Cencerro
282773,Queso de oveja al romero Vega Sotuélamos 170 g,Vega Sotuélamos
247155,Queso curado La Cava Barus García Baquero 250 g,García Baquero
309818,Queso de untar con queso de cabra Philadelphia 150 g,Philadelphia
299577,Queso azul Quesería del Mundo 150 g,DIA
188104,Crema de queso azul President 125 g,President
308405,Queso de vaca Canalla Dia El Cencerro 200 g,Dia El Cencerro
297313,Queso quark con melocotón y maracuyá alto en proteínas Dia Láctea 200 g,Dia Láctea
302349,Ricotta Dia Selección Mundial 250 g,Dia Selección Mundial
294203,Requesón Dia El Cencerro 200 g,Dia El Cencerro
189130,Aperitivo de maíz con sabor a mantequilla Jumpers 100 g,Jumpers
6547,Galletas palets de mantequilla St Michel caja 150 g,St Michel
222645,Tostas de pan mariñeiras Daveiga 200 g,Daveiga
303807,Galletas sabor mantequilla sin gluten Galleteca de Dia bolsa 120 g,Galleteca de Dia
307451,Filetes de merluza rebozados Dia Mari Marinera 500 g,Dia Mari Marinera
299100,Tortilla de patata estilo casero 41% huevo Dia Al Punto 600 g,Dia Al Punto
293276,Figuras de conejo y huevos de Pascua Cosmo 90 g,Cosmo
291612,Mini huevos de chocolate rellenos Dia Temptation bolsa 150 g,Dia Temptation
301168,Espaguetis al huevo Dia Al Diante 500 g,Dia Al Diante
301169,Tagliata al huevo Dia Al Diante 500 g,Dia Al Diante
5543,Bizcochos con huevo Galleteca de Dia bolsa 400 g,Galleteca de Dia
305813,Huevos de chocolate rellenos de crema de avellana Dia Temptation 180 g,Dia Temptation
100308,Espaguetis al huevo Gallo 450 g,Gallo
207884,Galletas huevos de cereales con chocolate Artiach Dinosaurus caja 140 g,Artiach
272835,"Ensalada de pasta, atún y huevo Dia Al Punto 265 g",Dia Al Punto
14439,Nata montada congelada Somosierra 240 g,Somosierra
291350,Helado cono nata y fresa Dia Temptation 4 x 68 g,Dia Temptation
220173,Barquillos rellenos de nata Galleteca de Dia bolsa 210 g,Galleteca de Dia
44140,Helado cono nata Dia Temptation 4 x 68 g,Dia Temptation
73523,Helado cono nata y caramelo Dia Temptation 4 x 68 g,Dia Temptation
18356,Pringles sour cream & onion 165 g,Pringles
255816,Preparado para montar nata natafix Dr. Oetker caja 30 g,Dr. Oetker
21122,Helado corte tres sabores Dia Temptation 523 g,Dia Temptation
44142,Helado cono nata y chocolate Dia Temptation 4 x 68 g,Dia Temptation
224975,Golosinas de fresas con nata Fini bolsa 75 g,Fini
266017,Pizza carbonara Dia Al Punto 465 g,Dia Al Punto
271108,Sándwich de nata Dia Temptation 6 x 50 g,Dia Temptation
66713,Caramelos clásicos de nata sin azúcar Werther's bolsa 90 g,Werther's
15828,Sándwich de nata y chocolate Somosierra 6 x 50 g,Somosierra
291267,Helado mini bombón sin azúcar clásico y almendrado Dia Temptation 6 x 36 g,Dia Temptation
271500,Bracitos rellenos de nata Dulcesol bolsa 120 g,Dulcesol
189889,Cornetto mini 8 x 36 g,Cornetto
19520,Helado bombón chocolate negro Dia Temptation 4 x 83 g,Dia Temptation
289704,Regaliz sabor nata fresa Fini caja 290 g,Fini
42678,Caramelos de nata Werther's bolsa 135 g,Werther's
309502,Golosinas mini aros de fresa y nata Trolli bolsa 100 g,Trolli
44145,Tarrina de helado stracciatella Dia Temptation 525 g,Dia Temptation
271095,Helado sándwich de nata sin azúcar añadido Dia Temptation 6 x 50 g,Dia Temptation
4313,Maxibon nata Nestlé 4 x 96 g,Nestlé
42869,Maxibon mini nata Nestlé 6 x 51 g,Nestlé
309600,Tarrina de helado pink pastel Dia Temptation 350 g,Dia Temptation
250241,Pringles sour cream & onion 70 g,Pringles
42070,Banana granel 900 g aprox.,DIA
270541,Kiwi bandeja 700 g,DIA
69,Manzana roja dulce selección granel 500 g aprox.,DIA
257840,Naranja Torres malla 1.5 Kg,Torres
142776,Plátano de Canarias El afortunado 950 g aprox.,El afortunado
11463,Limones malla 750 g,DIA
32063,Pera D.O.P. Rincon de soto granel 800 g aprox.,Rincon de soto
84,Mandarina granel 500 g aprox.,DIA
274779,Arándanos rojos deshidratados Dia Naturmundo 150 g,Dia Naturmundo
280342,Coco troceado bio Genuine coconut bolsa 56 g,Genuine coconut
287168,Ciruela roja bandeja 500 g,DIA
270377,Mandarina hoja malla 1 Kg,DIA
206952,Mandarina selección malla 750 g,DIA
42069,Aguacate granel 1 Kg aprox.,DIA
175058,Naranja selección granel 1 Kg aprox.,DIA
5821,Pera rocha bandeja 500 g,DIA
283367,Medio melón bollo unidad 1.25 Kg aprox.,DIA
302095,Sandía selección unidad 3.5 Kg aprox.,DIA
14914,Pasas sultanas Dia Naturmundo 200 g,Dia Naturmundo
293253,Dátiles sin hueso Dia Naturmundo 250 g,Dia Naturmundo
301694,Frutas variadas en almíbar Dia Fruticampo 240 g,Dia Fruticampo
292501,Mix de frutas deshidratadas Dia Naturmundo 200 g,Dia Naturmundo
125796,Dátiles Frit ravich 500 g,Frit ravich
302312,Limón selección unidad,DIA
17968,Kiwi Zespri bandeja 500 g,Zespri
279376,Pera blanquilla bandeja 500 g,DIA
190860,Kiwi Raices bandeja 375 g,Raices
283354,Melón premium Bollo unidad 2.5 Kg aprox.,Bollo
278651,Pera Ercolina bandeja 500 g,DIA
307082,Kiwi amarillo bandeja 575 g,DIA
257843,Caramelos masticables sabor frutas Mentos bolsa 2 x 38 g,Mentos
270411,Caramelos surtidos sabor frutas Pictolin bolsa 480 g,Pictolin
283982,Zumo de frutas con hierro Hohes c botella 1 L,Hohes c
309232,Zumo de mango y lima Dia Saborfera 1 L,Dia Saborfera
309233,Zumo de plátano y maracuyá Dia Saborfera 1 L,Dia Saborfera
305854,Pera en almíbar Norvi 240 g,Norvi
302081,Piña en su jugo en trozos Norvi 270 g,Norvi
309306,Zumo de manzana y té blanco Dia Saborfera 1 L,Dia Saborfera
284035,Zumo de frutas con vitamina d Hohes c botella 1 L,Hohes c
170563,Plátano bio bolsa 1 Kg aprox.,DIA
190710,Piña dulce tropical unidad 1.6 Kg aprox.,DIA
53584,Plátano macho para freír granel 1 Kg aprox.,DIA
32375,Limón bio malla 500 g,DIA
37203,Muesli crujiente con frutas Gran Dia caja 500 g,Gran Dia
212871,Mermelada de frutas del bosque extra Dia Fruticampo frasco 320 g,Dia Fruticampo
37176,Cereales copos de trigo con fruta y fibra Gran Dia caja 500 g,Gran Dia
212873,Mermelada de frutas silvestres extra Dia Fruticampo frasco 320 g,Dia Fruticampo
292863,Barritas de fruta y cacahuete Nakd caja 140 g,Nakd
243268,Caramelos masticables fruit mix Mentos bolsa 160 g,Mentos
256139,Polo smoothie de frutas 65% Dia Temptation 6 x 52 g,Dia Temptation
271066,Polo de frutas y verdura Dia Vegedia 6 x 52 g,Dia Vegedia
128846,Helado sorbete sabores zumo de frutas Dia Temptation 5 x 80 g,Dia Temptation
271101,Helado sorbete remolino de sabores 7 unidades Dia Temptation caja 455 g,Dia Temptation
306392,Golosinas fruta tropical con 8% zumo Dia Marcelo Caramelo bolsa 100 g,Dia Marcelo Caramelo
304122,Puré de frutas con galleta Dia Fruticampo pack 2 x 130 g,Dia Fruticampo
296343,Puré de frutas variadas Hero frasco 190 g,Hero
300604,Bizcocho con fruta confitada Mandul bolsa 180 g,Mandul
304123,Puré de fruta variada con avena Dia Fruticampo pack 2 x 130 g,Dia Fruticampo
271171,Barritas de fruta con frutos secos y arándanos Nakd caja 140 g,Nakd
288261,Barritas con fruta para periquitos Biazoo bolsa 60 g,Biazoo
257590,Bastones de zanahoria 180 g,DIA
301391,Mermelada de frutas del bosque La vieja fábrica frasco 280 g,La vieja fábrica
310644,Néctar de frutas del bosque Cofrutos 1 L,Cofrutos
253743,Palotes masticables de frutas Palotes bolsa 90 g,Palotes
303184,Caramelos masticables sabor fruta ácida fruits Skittles bolsa 152 g,Skittles
149704,Puré de 7 frutas sin gluten Nestlé pack 4 x 100 g,Nestlé
295316,Caramelos masticables sabor a frutas Dia Marcelo Caramelo bolsa 300 g,Dia Marcelo Caramelo
207817,Bebida de zumo de frutas hawaii Dia Saborfera 1.5 L,Dia Saborfera
305252,Pouch post entreno de frutas Dia Naturmundo 90 g,Dia Naturmundo
305251,Pouch pre entreno de frutas Dia Naturmundo 90 g,Dia Naturmundo
263611,Refresco de mix de frutas zero sin gas San Benedetto 400 ml,San Benedetto
141192,Bebida de zumo 10 frutas sin azúcares añadidos Juver Disfruta brik 6 x 200 ml,Juver
289184,Pulpa de aguacate Dia Al Punto tarrina 125 g,Dia Al Punto
183577,Mermelada de higo extra 60% fruta Dia Fruticampo frasco 320 g,Dia Fruticampo
183576,Mermelada de ciruela y kiwi extra 60% fruta Dia Fruticampo frasco 320 g,Dia Fruticampo
244559,Lima 3 unidades malla 200 g,DIA
283605,Pirulo fruity mix Nestlé 408 g,Nestlé
298231,Bebida de zumo multifrutas sin azúcares añadidos Juver Disfruta 1.5 L,Juver
309230,Bebida de zumo con maracuyá vitalidad Dia Saborfera 330 ml,Dia Saborfera
309229,Bebida de zumo con té matcha detox Dia Saborfera 330 ml,Dia Saborfera
147839,Bebida de zumo multifrutas Granini 1 L,Granini
105395,Champan infantil Champin 75 cl,Champin
308894,"Smoothie de manzana, mango y maracuyá Don Simón 330 ml",Don Simón
308895,Smoothie mix de bayas Don Simón 330 ml,Don Simón
305249,Smoothie antioxidante Dia Naturmundo 150 ml,Dia Naturmundo
305248,Smoothie detox Dia Naturmundo 150 ml,Dia Naturmundo
305247,Smoothie energy Dia Naturmundo 150 ml,Dia Naturmundo
305250,Smoothie belleza Dia Naturmundo 150 ml,Dia Naturmundo
46425,Simon life de naranja 1.5 L,Simon Life
268231,Bebida multifrutas Surprise drinks 300 ml,Surprise drinks
187166,"Zumo de piña, manzana y uva Don Simón pack 6 x 200 ml",Don Simón
112643,"Zumo de melocotón, uva y manzana Don Simón 1 L",Don Simón
261862,"Zumo de arándano, manzana y uva 100% natural Don Simón 750 ml",Don Simón
74805,Bebida de zumo de naranja y mango Granini 1 L,Granini
304121,"Puré de manzana, pera y melocotón Dia Fruticampo pack 2 x 130 g",Dia Fruticampo
310225,Gel de ducha melocotón Dia Imaqe 400 ml,Dia Imaqe
274804,"Zumo de uva, granada y aronia Dia Saborfera 1 L",Dia Saborfera
277825,Carne de membrillo Dia Fruticampo tarrina 250 g,Dia Fruticampo
141570,Mermelada de fresa 0% sin azúcares añadidos Dia Fruticampo frasco 330 g,Dia Fruticampo
143249,Mermelada de melocotón 0% sin azúcares añadidos Dia Fruticampo frasco 330 g,Dia Fruticampo
301443,Mermelada de frambuesa La vieja fábrica frasco 280 g,La vieja fábrica
141571,Mermelada de ciruela extra Dia Fruticampo frasco 390 g,Dia Fruticampo
301392,Mermelada de melocotón La vieja fábrica frasco 280 g,La vieja fábrica
301390,Mermelada de fresa La vieja fábrica frasco 280 g,La vieja fábrica
20577,Mermelada de ciruela extra Dia Fruticampo frasco 650 g,Dia Fruticampo
161423,Mermelada de fresas de temporada de Huelva Hero frasco 350 g,Hero
78698,Mermelada de fresa extra Helios frasco 340 g,Helios
203442,Mermelada de arándanos La vieja fabrica frasco 280 g,La vieja fábrica
161432,Mermelada de melocotón de temporada Hero frasco 350 g,Hero
246213,Mermelada de fresas 0% azúcares añadidos Hero frasco 280 g,Hero
181197,Mermelada de naranja amarga diet La vieja fabrica frasco 290 g,La vieja fábrica
59513,Mermelada de melocotón extra Helios frasco 340 g,Helios
301393,Mermelada de naranja amarga La vieja fábrica frasco 290 g,La vieja fábrica
306539,Mermelada de albaricoque 0% sin azúcares añadidos Dia Fruticampo frasco 330 g,Dia Fruticampo
303873,Mermelada de cerezas 0% azúcares añadidos Hero frasco 280 g,Hero
187209,Mermelada de albaricoque extra Helios frasco 340 g,Helios
246216,Mermelada de ciruela 0% azúcares añadidos Hero frasco 280 g,Hero
232314,Mermelada de melocotón diet La vieja fabrica frasco 280 g,La vieja fábrica
229936,Mermelada de frambuesa diet La vieja fábrica frasco 280 g,La vieja fábrica
246209,Mermelada de fresas clásica Hero frasco 330 g,Hero
301821,Mermelada de fresa de Huelva Helios Purafruta frasco 250 g,Helios
176702,Mermelada de fresas diet La vieja fábrica frasco 280 g,La vieja fábrica
279374,Mermelada de albaricoque 0% azúcares añadidos Hero frasco 280 g,Hero
305620,Mermelada de piña La vieja fábrica frasco 280 g,La vieja fábrica
307109,Mermelada de tomate La vieja fábrica frasco 280 g,La vieja fábrica
307070,Mermelada de mora de zarza diet La vieja fábrica frasco 280 g,La vieja fábrica
310485,Mermelada de melocotón 0% azúcares añadidos Helios pack 10 x 25 g,Helios
163571,Surtido vegetal bandeja 950 g aprox.,DIA
267132,Salteado de verduras Dia Al Punto 400 g,Dia Al Punto
267133,Parrillada de verduras asadas Dia Al Punto 400 g,Dia Al Punto
267138,Braseado de verduras con pollo asado Dia Al Punto 400 g,Dia Al Punto
11461,Cogollos 3 unidades,DIA
105301,Espinacas Dia Vegecampo bolsa 250 g,Dia Vegecampo
272833,Verduras para microondas Dia Vegecampo 300 g,Dia Vegecampo
267140,Quinoa con verduras  Dia Al Punto 400 g,Dia Al Punto
84650,Mezlca de setas Dia Vegecampo 400 g,Dia Vegecampo
304390,Verduras en tempura Dia Al Punto 400 g,Dia Al Punto
283127,Mezcla de pimientos Dia Vegecampo 400 g,Dia Vegecampo
15437,Ajo blanco malla 250 g,DIA
267137,Pisto de verduras con tomate Dia Al Punto 450 g,Dia Al Punto
212745,Rúcula Dia Vegecampo bolsa 50 g,Dia Vegecampo
13337,Seta ostra bandeja 200 g,DIA
105782,Canónigos Dia Vegecampo bolsa 70 g,Dia Vegecampo
278856,Coliflor unidad 1.2 Kg aprox.,DIA
272830,Brotes de espinaca baby Dia Vegecampo bolsa 70 g,Dia Vegecampo
264185,Brócoli Dia Vegecampo 900 g,Dia Vegecampo
309792,Tomate mini chocmato bandeja 250 g,DIA
303813,Rollitos de primavera Dia Al Punto 320 g,Dia Al Punto
243337,Verduras para sofrito Findus 250 g,Findus
285848,Pimientos Sweet palermo 250 g,Sweet palermo
212744,Acelga Dia Vegecampo bolsa 250 g,Dia Vegecampo
30389,Verduras para paella Dia Vegecampo 450 g,Dia Vegecampo
202652,Verduras al vapor gourmet Findus 350 g,Findus
21242,Apio 500 g,DIA
190752,Tomate maravilla bolsa 750 g aprox.,Maravilla
309487,Brócoli empanado Cocinarte 400 g,Cocinarte
125268,Salteado receta campestre Findus 500 g,Findus
308604,Brócoli Ybarra 370 g,Ybarra
307870,Cebolla frita Toptaste 150 g,Toptaste
266806,Gyozas de pollo y verduras al teppanyaki Dia Al Punto 140 g,Dia Al Punto
301584,Espinacas Dia Vegecampo 425 g,Dia Vegecampo
275228,Lasaña de verdura Dia Al Punto 300 g,Dia Al Punto
41515,Menestra de la huerta Findus 650 g,Findus
189831,Garbanzos con verduras Luengo 400 g,Luengo
261929,Crema de verduras mediterráneas Knorr 500 ml,Knorr
309264,Arroz cocido con verduras Socarraet bandeja 280 g,Socarraet
189160,Caldo de verduras Gallina Blanca 1 L,Gallina Blanca
1465,Sopa de verduras con picatostes Gallina Blanca Sopinstant 51 g,Gallina Blanca
261934,Crema de verduras de la huerta Knorr 500 ml,Knorr
46561,Ensaladilla rusa deshidratada Trevijano 110 g,Trevijano
50647,Alubias blancas con verduras Dia Vegecampo 400 g,Dia Vegecampo
303315,Gnocchis con pollo y verduras Dia Al Punto 450 g,Dia Al Punto
53199,Ensalada china Dia Vegecampo 180 g,Dia Vegecampo
187476,Sopa jardinera Gallina Blanca 77 g,Gallina Blanca
1459,Sopa de verduras Gallina Blanca 51 g,Gallina Blanca
304400,Ensalada de garbanzos y verduras Dia Vegecampo 370 g,Dia Vegecampo
42923,Caldo vegetal Knorr 12 unidades,Knorr
50310,Sopa juliana Trevijano 100 g,Trevijano
277677,Lunch Bowl de lentejas Bonduelle 250 g,Bonduelle
44609,Ensalada mediterránea de atún MSC Dia Mari Marinera 150 g,Dia Mari Marinera
44607,Ensalada milanesa de atún MSC Dia Mari Marinera 150 g,Dia Mari Marinera
155804,Lentejas con verduras Dia Al Punto 430 g,Dia Al Punto
290517,Lunch bowl de espelta Bonduelle 250 g,Bonduelle
277678,Lunch bowl de garbanzos Bonduelle 250 g,Bonduelle
289578,Puré de verduras y pavo 100% ecológico Smileat frasco 230 g,Smileat
286534,Paté de verduras braseadas Dia Vegedia 110 g,Dia Vegedia
230569,Puré de verduras con merluza Smileat frasco 230 g,Smileat
282402,Pisto de verduras Gallina Blanca 325 g,Gallina Blanca
234332,Puré de verduras con lentejas y pollo bio Hero frasco 190 g,Hero
218534,Noodles orientales sabor verduras Dia Al Punto 65 g,Dia Al Punto
1931,Puré de menestra de verduras con jamón y ternera Hero frasco 235 g,Hero
230570,Puré de ternera con verduras 100% ecológico Smileat frasco 230 g,Smileat
296202,Fajitas de pollo con verduras Dia Al Punto 275 g,Dia Al Punto
304401,Ensalada de alubias y verduras Dia Vegecampo 370 g,Dia Vegecampo
133503,Sofrito de tomate y verduras Gallina Blanca 325 g,Gallina Blanca
310739,Pasta carbonara con bacon y verduras Freshkia 285 g,Freshkia
297551,Caldo de pollo y ocho verduras Gallina Blanca 1 L,Gallina Blanca
306666,Pasta fresca valigette rellena de verduras Dia Selección Mundial 250 g,Dia Selección Mundial
305262,Kebab fusión con arroz y verduras Fripozo 320 g,Fripozo
188861,Pisto de tomate frito con verduras Hida 340 g,Hida
310740,Pasta pesto rosso con pollo y verduras Freshkia 290 g,Freshkia
151720,"Alimento para gatos sabor salmón, atún y verduras Brekkies bolsa 1.5 Kg",Brekkies
155562,Alimento para perros adultos con aves y verduras Friskies bolsa 3 Kg,Friskies
295343,Alimento para perros adultos con buey y verduras Brekkies bolsa 2.5 Kg,Brekkies
297217,Alimento para gatos bocaditos con buey y verduras Deligato de Dia lata 400 g,Deligato de Dia
297218,"Alimento para gatos bocaditos con trucha, salmón y verduras Deligato de Dia lata 400 g",Deligato de Dia
17962,Remolacha cocida al vacío 500 g,DIA
267141,Arroz tres delicias Dia Al Punto 850 g,Dia Al Punto
263266,Guisantes finos Dia Vegecampo 1 Kg,Dia Vegecampo
263820,Espinacas cortadas Dia Vegecampo 450 g,Dia Vegecampo
51713,Cebolla troceada Dia Vegecampo 400 g,Dia Vegecampo
253954,Ajo troceado Dia Vegecampo 150 g,Dia Vegecampo
265078,Ensaladilla Dia Vegecampo 1 Kg,Dia Vegecampo
303311,Arroz de marisco Dia Al Punto 330 g,Dia Al Punto
303314,Risotto con setas Dia Al Punto 330 g,Dia Al Punto
10242,Alcachofa troceada Dia Vegecampo 400 g,Dia Vegecampo
222880,"Relleno para fajitas con pollo, pimientos y cebolla Dia Al Punto 300 g",Dia Al Punto
