id,id_api,nombre_comercial,precio,precio_unidad,marca,url,imagen,disponible
DI-4794,309287,Bebida de fruta y leche tropical sin azúcar añadido Dia Saborfera 3 x 330 ml,1.05,1.17€/L,Dia Saborfera,https://www.dia.es/zumos-y-smoothies/fruta-y-leche/p/309287,https://www.dia.es/product_images/309287/309287_ISO_0_ES.jpg,True
DI-3190,301391,Mermelada de frutas del bosque La vieja fábrica frasco 280 g,2.89,10.32€/kg,La vieja fábrica,https://www.dia.es/azucar-chocolates-y-caramelos/mermeladas-y-frutas-en-almibar/p/301391,https://www.dia.es/product_images/301391/301391_ISO_0_ES.jpg,True
DI-4086,310644,Néctar de frutas del bosque Cofrutos 1 L,1.65,1.65€/L,Cofrutos,https://www.dia.es/zumos-y-smoothies/multifrutas-y-otros-sabores/p/310644,https://www.dia.es/product_images/310644/310644_ISO_0_ES.jpg,True
DI-4472,5684,Yogur desnatado con frutas Dia Láctea pack 8 x 125 g,1.99,1.99€/kg,Dia Láctea,https://www.dia.es/yogures-y-postres/yogures-naturales-y-desnatados/p/5684,https://www.dia.es/product_images/5684/5684_ISO_0_ES.jpg,True
DI-1676,252356,Postre gelificado sabor frutas alto en proteínas Dia Láctea pack 4 x 100 g,1.59,3.98€/kg,Dia Láctea,https://www.dia.es/yogures-y-postres/gelatinas-y-cuajadas/p/252356,https://www.dia.es/product_images/252356/252356_ISO_0_ES.jpg,True
DI-1689,253743,Palotes masticables de frutas Palotes bolsa 90 g,1.05,11.67€/kg,Palotes,https://www.dia.es/azucar-chocolates-y-caramelos/caramelos-chicles-y-golosinas/p/253743,https://www.dia.es/product_images/253743/253743_ISO_0_ES.jpg,True
DI-3313,303184,Caramelos masticables sabor fruta ácida fruits Skittles bolsa 152 g,2.99,19.67€/kg,Skittles,https://www.dia.es/azucar-chocolates-y-caramelos/caramelos-chicles-y-golosinas/p/303184,https://www.dia.es/product_images/303184/303184_ISO_0_ES.jpg,True
DI-2026,271101,Sorbetes remolino de frutas Dia Temptation 7 x 65 g,2.39,5.25€/kg,Dia Temptation,https://www.dia.es/congelados/helados-y-hielo/p/271101,https://www.dia.es/product_images/271101/271101_ISO_0_ES.jpg,True
DI-0609,149704,Puré de 7 frutas sin gluten Nestlé pack 4 x 100 g,3.29,8.23€/kg,Nestlé,https://www.dia.es/bebe/potitos-y-tarritos/p/149704,https://www.dia.es/product_images/149704/149704_ISO_0_ES.jpg,True
DI-4795,178096,Bífidus desnatado sabor frutas silvestres Activia pack 4 x 115 g,2.69,5.85€/kg,Activia,https://www.dia.es/yogures-y-postres/yogures-bifidus-y-colesterol/p/178096,https://www.dia.es/product_images/178096/178096_ISO_0_ES.jpg,True
DI-1721,256139,Polos smoothie de frutas 65% Dia Temptation 6 x 52 g,2.29,7.34€/kg,Dia Temptation,https://www.dia.es/congelados/helados-y-hielo/p/256139,https://www.dia.es/product_images/256139/256139_ISO_0_ES.jpg,True
DI-2868,295316,Caramelos masticables sabor a frutas Dia Marcelo Caramelo bolsa 300 g,1.49,4.97€/kg,Dia Marcelo Caramelo,https://www.dia.es/azucar-chocolates-y-caramelos/caramelos-chicles-y-golosinas/p/295316,https://www.dia.es/product_images/295316/295316_ISO_0_ES.jpg,True
DI-1269,207817,Bebida de zumo de frutas hawaii Dia Saborfera 1.5 L,1.45,0.97€/L,Dia Saborfera,https://www.dia.es/zumos-y-smoothies/multifrutas-y-otros-sabores/p/207817,https://www.dia.es/product_images/207817/207817_ISO_0_ES.jpg,True
DI-3542,305252,Pouch post entreno de frutas Dia Naturmundo 90 g,0.95,10.56€/kg,Dia Naturmundo,https://www.dia.es/zumos-y-smoothies/smoothies/p/305252,https://www.dia.es/product_images/305252/305252_ISO_0_ES.jpg,True
DI-1854,263611,Refresco de mix de frutas zero sin gas San Benedetto 400 ml,0.99,2.48€/L,San Benedetto,https://www.dia.es/agua-y-refrescos/refrescos-sin-gas/p/263611,https://www.dia.es/product_images/263611/263611_ISO_0_ES.jpg,True
DI-3541,305251,Pouch pre entreno de frutas Dia Naturmundo 90 g,0.95,10.56€/kg,Dia Naturmundo,https://www.dia.es/zumos-y-smoothies/smoothies/p/305251,https://www.dia.es/product_images/305251/305251_ISO_0_ES.jpg,True
DI-0336,128846,Sorbetes sabores zumo de frutas Dia Temptation 5 x 80 g,1.99,4.98€/kg,Dia Temptation,https://www.dia.es/congelados/helados-y-hielo/p/128846,https://www.dia.es/product_images/128846/128846_ISO_0_ES.jpg,True
DI-3439,304090,Bebida de zumo de frutas tropicales sin azúcares añadidos Juver 1.5 L,2.49,1.66€/L,Juver,https://www.dia.es/zumos-y-smoothies/multifrutas-y-otros-sabores/p/304090,https://www.dia.es/product_images/304090/304090_ISO_0_ES.jpg,True
DI-0483,141192,Bebida de zumo 10 frutas sin azúcares añadidos Juver Disfruta brik 6 x 200 ml,2.85,2.38€/L,Juver,https://www.dia.es/zumos-y-smoothies/multifrutas-y-otros-sabores/p/141192,https://www.dia.es/product_images/141192/141192_ISO_0_ES.jpg,True
DI-0987,183577,Mermelada de higo extra 60% fruta Dia Fruticampo frasco 320 g,1.99,6.22€/kg,Dia Fruticampo,https://www.dia.es/azucar-chocolates-y-caramelos/mermeladas-y-frutas-en-almibar/p/183577,https://www.dia.es/product_images/183577/183577_ISO_0_ES.jpg,True
DI-0759,162850,Alimento infantil con puré de frutas y galleta Hero bolsa 100 g,1.21,12.10€/kg,Hero,https://www.dia.es/bebe/yogures-bolsitas-de-frutas-y-snacks/p/162850,https://www.dia.es/product_images/162850/162850_ISO_0_ES.jpg,True
DI-1015,186795,Alimento infantil con puré de frutas mediterráneo Hero bolsa 100 g,1.21,12.10€/kg,Hero,https://www.dia.es/bebe/yogures-bolsitas-de-frutas-y-snacks/p/186795,https://www.dia.es/product_images/186795/186795_ISO_0_ES.jpg,True
DI-3342,303365,Alimento infantil lácteo con puré de frutas Dia Fruticampo bolsa 100 g,0.95,9.50€/kg,Dia Fruticampo,https://www.dia.es/yogures-y-postres/yogures-y-postres-infantiles/p/303365,https://www.dia.es/product_images/303365/303365_ISO_0_ES.jpg,True
DI-0986,183576,Mermelada de ciruela y kiwi extra 60% fruta Dia Fruticampo frasco 320 g,1.99,6.22€/kg,Dia Fruticampo,https://www.dia.es/azucar-chocolates-y-caramelos/mermeladas-y-frutas-en-almibar/p/183576,https://www.dia.es/product_images/183576/183576_ISO_0_ES.jpg,True
DI-2225,274107,Postre lácteo infantil con puré de 4 frutas happy fruits Nestlé bolsa 110 g,1.29,11.73€/kg,Nestlé,https://www.dia.es/yogures-y-postres/yogures-y-postres-infantiles/p/274107,https://www.dia.es/product_images/274107/274107_ISO_0_ES.jpg,True
DI-1643,248784,"Postre de soja sabor melocotón, piña y fruta de la pasión Alpro pack 4 x 125 g",2.85,5.70€/kg,Alpro,https://www.dia.es/yogures-y-postres/kefir-y-postres-vegetales/p/248784,https://www.dia.es/product_images/248784/248784_ISO_0_ES.jpg,True
DI-0347,129428,Bebida láctea infantil de crecimiento con cereales y fruta Peques 3 Puleva 3 x 200 ml,1.89,3.15€/L,Puleva,https://www.dia.es/bebe/leche-para-bebes/p/129428,https://www.dia.es/product_images/129428/129428_ISO_0_ES.jpg,True
DI-0415,133913,Frambuesas bandeja 125 g,2.29,18.32€/kg,,https://www.dia.es/frutas/frutos-rojos-y-del-bosque/p/133913,https://www.dia.es/product_images/133913/133913_ISO_0_ES.jpg,True
DI-4796,284260,Fresa bandeja 400 g,2.99,7.48€/kg,,https://www.dia.es/frutas/frutos-rojos-y-del-bosque/p/284260,https://www.dia.es/product_images/284260/284260_ISO_0_ES.jpg,True
DI-4685,78464,Dátiles Medjoul 500 g,7.99,15.98€/kg,,https://www.dia.es/aperitivos-y-frutos-secos/frutas-deshidratadas/p/78464,https://www.dia.es/product_images/78464/78464_ISO_0_ES.jpg,True
DI-0310,125790,Bifrutas tropical Pascual pack 6 x 200 ml,2.52,2.10€/L,Pascual,https://www.dia.es/zumos-y-smoothies/fruta-y-leche/p/125790,https://www.dia.es/product_images/125790/125790_ISO_0_ES.jpg,True
DI-1767,261241,Carne picada de vacuno y cerdo Selección de Dia 500 g,4.49,8.98€/kg,Selección de Dia,https://www.dia.es/carnes/hamburguesas-carne-picada-y-albondigas/p/261241,https://www.dia.es/product_images/261241/261241_ISO_0_ES.jpg,True
DI-1764,261238,Carne picada de cerdo Selección de Dia 500 g,2.79,5.58€/kg,Selección de Dia,https://www.dia.es/carnes/hamburguesas-carne-picada-y-albondigas/p/261238,https://www.dia.es/product_images/261238/261238_ISO_0_ES.jpg,True
DI-2693,290996,Cerdo a tacos Selección de Dia 650 g aprox.,3.89,5.99€/kg,Selección de Dia,https://www.dia.es/carnes/cerdo/p/290996,https://www.dia.es/product_images/290996/290996_ISO_0_ES.jpg,True
DI-4225,4211,Jamoncitos de pollo Selección de Dia 950 g aprox.,3.6,3.79€/kg,Selección de Dia,https://www.dia.es/carnes/pollo/p/4211,https://www.dia.es/product_images/4211/4211_ISO_0_ES.jpg,True
DI-0801,166223,Filete de lomo tierno marinado Selección de Dia bandeja 300 g,2.69,8.97€/kg,Selección de Dia,https://www.dia.es/carnes/cerdo/p/166223,https://www.dia.es/product_images/166223/166223_ISO_0_ES.jpg,True
DI-2060,271754,Albóndigas de cerdo Selección de Dia 400 g,2.49,6.23€/kg,Selección de Dia,https://www.dia.es/carnes/hamburguesas-carne-picada-y-albondigas/p/271754,https://www.dia.es/product_images/271754/271754_ISO_0_ES.jpg,True
DI-0131,112150,Longaniza sin tripa Selección de Dia 325 g,1.99,6.12€/kg,Selección de Dia,https://www.dia.es/carnes/cerdo/p/112150,https://www.dia.es/product_images/112150/112150_ISO_0_ES.jpg,True
DI-1768,261242,Carne picada de vacuno y cerdo Selección de Dia 900 g,7.79,8.66€/kg,Selección de Dia,https://www.dia.es/carnes/hamburguesas-carne-picada-y-albondigas/p/261242,https://www.dia.es/product_images/261242/261242_ISO_0_ES.jpg,True
DI-0422,134262,Costillas de cerdo Selección de Dia 1 Kg aprox.,6.79,6.79€/kg,Selección de Dia,https://www.dia.es/carnes/cerdo/p/134262,https://www.dia.es/product_images/134262/134262_ISO_0_ES.jpg,True
DI-1777,261374,Burger de pollo 6 unidades Selección de Dia 540 g,3.19,5.91€/kg,Selección de Dia,https://www.dia.es/carnes/hamburguesas-carne-picada-y-albondigas/p/261374,https://www.dia.es/product_images/261374/261374_ISO_0_ES.jpg,True
DI-2691,290992,Chuletas de cerdo Selección de Dia 650 g aprox.,3.57,5.49€/kg,Selección de Dia,https://www.dia.es/carnes/cerdo/p/290992,https://www.dia.es/product_images/290992/290992_ISO_0_ES.jpg,True
DI-0566,147147,Chuletas de pavo al ajillo Selección de Dia 650 g aprox.,4.87,7.49€/kg,Selección de Dia,https://www.dia.es/carnes/pavo/p/147147,https://www.dia.es/product_images/147147/147147_ISO_0_ES.jpg,True
DI-0925,17936,Pechugas enteras de pollo Selección de Dia 750 g aprox.,5.24,6.99€/kg,Selección de Dia,https://www.dia.es/carnes/pollo/p/17936,https://www.dia.es/product_images/17936/17936_ISO_0_ES.jpg,True
DI-2131,273359,Chorizo oreado Selección de Dia 340 g,2.69,7.91€/kg,Selección de Dia,https://www.dia.es/carnes/cerdo/p/273359,https://www.dia.es/product_images/273359/273359_ISO_0_ES.jpg,True
DI-2620,288198,Burger crunchy de pollo Selección de Dia 240 g,1.99,8.29€/kg,Selección de Dia,https://www.dia.es/carnes/hamburguesas-carne-picada-y-albondigas/p/288198,https://www.dia.es/product_images/288198/288198_ISO_0_ES.jpg,True
DI-1372,21977,Pechugas fileteadas Selección de Dia 650 g aprox.,5.19,7.99€/kg,Selección de Dia,https://www.dia.es/carnes/pollo/p/21977,https://www.dia.es/product_images/21977/21977_ISO_0_ES.jpg,True
DI-0122,11077,Solomillo de cerdo Selección de Dia 700 g aprox.,6.01,8.59€/kg,Selección de Dia,https://www.dia.es/carnes/cerdo/p/11077,https://www.dia.es/product_images/11077/11077_ISO_0_ES.jpg,True
DI-2989,297329,Albóndigas de pollo Selección de Dia 420 g,3.79,9.02€/kg,Selección de Dia,https://www.dia.es/carnes/hamburguesas-carne-picada-y-albondigas/p/297329,https://www.dia.es/product_images/297329/297329_ISO_0_ES.jpg,True
DI-0144,113270,Escalopín de lomo marinado Elpozo Extratiernos 600 g aprox.,4.49,7.48€/kg,Elpozo,https://www.dia.es/carnes/cerdo/p/113270,https://www.dia.es/product_images/113270/113270_ISO_0_ES.jpg,True
DI-0534,144690,Secreto de cerdo Selección de Dia 600 g aprox.,4.07,6.79€/kg,Selección de Dia,https://www.dia.es/carnes/cerdo/p/144690,https://www.dia.es/product_images/144690/144690_ISO_0_ES.jpg,True
DI-2705,291140,Carne picada de pollo Selección de Dia 365 g,2.99,8.19€/kg,Selección de Dia,https://www.dia.es/carnes/hamburguesas-carne-picada-y-albondigas/p/291140,https://www.dia.es/product_images/291140/291140_ISO_0_ES.jpg,True
DI-1597,244789,Burger de cerdo y vacuno 6 unidades Selección de Dia 540 g,4.69,8.69€/kg,Selección de Dia,https://www.dia.es/carnes/hamburguesas-carne-picada-y-albondigas/p/244789,https://www.dia.es/product_images/244789/244789_ISO_0_ES.jpg,True
DI-1773,261367,Alas de pollo partidas Selección de Dia 750 g aprox.,4.12,5.49€/kg,Selección de Dia,https://www.dia.es/carnes/pollo/p/261367,https://www.dia.es/product_images/261367/261367_ISO_0_ES.jpg,True
DI-1760,260861,Chuleta de aguja de cerdo Selección de Dia 720 g aprox.,4.53,6.29€/kg,Selección de Dia,https://www.dia.es/carnes/cerdo/p/260861,https://www.dia.es/product_images/260861/260861_ISO_0_ES.jpg,True
DI-2483,282904,Longaniza fresca Selección de Dia 350 g,2.39,6.83€/kg,Selección de Dia,https://www.dia.es/carnes/cerdo/p/282904,https://www.dia.es/product_images/282904/282904_ISO_0_ES.jpg,True
DI-2298,275700,Longaniza de pollo Selección de Dia 400 g,2.99,7.48€/kg,Selección de Dia,https://www.dia.es/carnes/pollo/p/275700,https://www.dia.es/product_images/275700/275700_ISO_0_ES.jpg,True
DI-3576,305618,Lomo de cerdo empanado Selección de Dia 450 g aprox.,3.91,8.69€/kg,Selección de Dia,https://www.dia.es/carnes/cerdo/p/305618,https://www.dia.es/product_images/305618/305618_ISO_0_ES.jpg,True
DI-1778,261388,Medio pollo troceado Selección de Dia 900 g aprox.,3.77,4.19€/kg,Selección de Dia,https://www.dia.es/carnes/pollo/p/261388,https://www.dia.es/product_images/261388/261388_ISO_0_ES.jpg,True
DI-2316,276318,Carne de vacuno en tacos Selección de Dia 550 g aprox.,9.07,16.49€/kg,Selección de Dia,https://www.dia.es/carnes/vacuno/p/276318,https://www.dia.es/product_images/276318/276318_ISO_0_ES.jpg,True
DI-1765,261239,Carne picada de vacuno Selección de Dia 500 g,5.69,11.38€/kg,Selección de Dia,https://www.dia.es/carnes/hamburguesas-carne-picada-y-albondigas/p/261239,https://www.dia.es/product_images/261239/261239_ISO_0_ES.jpg,True
DI-0837,170629,Escalopines de vacuno Selección de Dia 420 g aprox.,7.98,18.99€/kg,Selección de Dia,https://www.dia.es/carnes/vacuno/p/170629,https://www.dia.es/product_images/170629/170629_ISO_0_ES.jpg,True
DI-1776,261371,Pechuga de pollo entera formato familiar Selección de Dia 1.3 Kg aprox.,8.44,6.49€/kg,Selección de Dia,https://www.dia.es/carnes/pollo/p/261371,https://www.dia.es/product_images/261371/261371_ISO_0_ES.jpg,True
DI-0288,124801,Morcilla de burgos Selección de Dia 300 g,1.79,5.97€/kg,Selección de Dia,https://www.dia.es/carnes/cerdo/p/124801,https://www.dia.es/product_images/124801/124801_ISO_0_ES.jpg,True
DI-2706,291164,Costillas troceadas de cerdo Selección de Dia 550 g aprox.,4.5,8.19€/kg,Selección de Dia,https://www.dia.es/carnes/cerdo/p/291164,https://www.dia.es/product_images/291164/291164_ISO_0_ES.jpg,True
DI-4797,302416,Secreto de cerdo al ajillo Selección de Dia 350 g aprox.,3.15,8.99€/kg,Selección de Dia,https://www.dia.es/carnes/cerdo/p/302416,https://www.dia.es/product_images/302416/302416_ISO_0_ES.jpg,True
DI-0702,159422,Compango asturiano Vallina 250 g,2.69,10.76€/kg,Vallina,https://www.dia.es/carnes/cerdo/p/159422,https://www.dia.es/product_images/159422/159422_ISO_0_ES.jpg,True
DI-1770,261350,Solomillo de pavo Selección de Dia 500 g aprox.,4.25,8.49€/kg,Selección de Dia,https://www.dia.es/carnes/pavo/p/261350,https://www.dia.es/product_images/261350/261350_ISO_0_ES.jpg,True
DI-2076,272306,Burger BIO Selección de Dia 240 g,3.99,16.63€/kg,Selección de Dia,https://www.dia.es/carnes/hamburguesas-carne-picada-y-albondigas/p/272306,https://www.dia.es/product_images/272306/272306_ISO_0_ES.jpg,True
DI-0939,18036,Cuartos traseros de pollo Selección de Dia 920 g aprox.,3.21,3.49€/kg,Selección de Dia,https://www.dia.es/carnes/pollo/p/18036,https://www.dia.es/product_images/18036/18036_ISO_0_ES.jpg,True
DI-4218,41736,Filetes de contramuslo de pollo Selección de Dia 600 g aprox.,4.19,6.99€/kg,Selección de Dia,https://www.dia.es/carnes/pollo/p/41736,https://www.dia.es/product_images/41736/41736_ISO_0_ES.jpg,True
DI-4553,6423,Pollo entero Selección de Dia 2.1 Kg aprox.,7.35,3.50€/kg,Selección de Dia,https://www.dia.es/carnes/pollo/p/6423,https://www.dia.es/product_images/6423/6423_ISO_0_ES.jpg,True
DI-2694,290997,Panceta de cerdo Selección de Dia 650 g aprox.,3.89,5.99€/kg,Selección de Dia,https://www.dia.es/carnes/cerdo/p/290997,https://www.dia.es/product_images/290997/290997_ISO_0_ES.jpg,True
DI-0776,164337,Lomo de cerdo adobado Selección de Dia 300 g,2.49,8.30€/kg,Selección de Dia,https://www.dia.es/carnes/cerdo/p/164337,https://www.dia.es/product_images/164337/164337_ISO_0_ES.jpg,True
DI-4124,32912,Chistorra de Navarra Selección de Dia 220 g,1.59,7.23€/kg,Selección de Dia,https://www.dia.es/carnes/cerdo/p/32912,https://www.dia.es/product_images/32912/32912_ISO_0_ES.jpg,True
DI-1598,244790,Burger de vacuno 6 unidades Selección de Dia 540 g,6.29,11.65€/kg,Selección de Dia,https://www.dia.es/carnes/hamburguesas-carne-picada-y-albondigas/p/244790,https://www.dia.es/product_images/244790/244790_ISO_0_ES.jpg,True
DI-2118,273119,Burger Big New York Selección de Dia 280 g,3.99,14.25€/kg,Selección de Dia,https://www.dia.es/carnes/hamburguesas-carne-picada-y-albondigas/p/273119,https://www.dia.es/product_images/273119/273119_ISO_0_ES.jpg,True
DI-3357,303506,Alas de pollo adobadas Selección de Dia 600 g aprox.,3.59,5.99€/kg,Selección de Dia,https://www.dia.es/carnes/pollo/p/303506,https://www.dia.es/product_images/303506/303506_ISO_0_ES.jpg,True
DI-0855,172789,Pollo para asar 2 unidades Selección de Dia 2 Kg,7.99,4.00€/kg,Selección de Dia,https://www.dia.es/carnes/pollo/p/172789,https://www.dia.es/product_images/172789/172789_ISO_0_ES.jpg,True
DI-2317,276321,Entrecot de lomo bajo de vacuno Selección de Dia 420 g aprox.,11.25,26.79€/kg,Selección de Dia,https://www.dia.es/carnes/vacuno/p/276321,https://www.dia.es/product_images/276321/276321_ISO_0_ES.jpg,True
DI-4611,7020,Medio conejo troceado Selección de Dia 750 g aprox.,7.49,9.99€/kg,Selección de Dia,https://www.dia.es/carnes/conejo/p/7020,https://www.dia.es/product_images/7020/7020_ISO_0_ES.jpg,True
DI-1766,261240,Carne picada de vacuno Selección de Dia 900 g,9.99,11.10€/kg,Selección de Dia,https://www.dia.es/carnes/hamburguesas-carne-picada-y-albondigas/p/261240,https://www.dia.es/product_images/261240/261240_ISO_0_ES.jpg,True
DI-4627,71826,Fiambre de lomo de pavo Serrano 240 g,2.39,9.96€/kg,Serrano,https://www.dia.es/carnes/pavo/p/71826,https://www.dia.es/product_images/71826/71826_ISO_0_ES.jpg,True
DI-2612,288011,Chuletas sajonia Selección de Dia 450 g aprox.,4.41,9.79€/kg,Selección de Dia,https://www.dia.es/carnes/cerdo/p/288011,https://www.dia.es/product_images/288011/288011_ISO_0_ES.jpg,True
DI-3324,303270,Carne picada de vacuno ecológico Selección de Dia 300 g,4.79,15.97€/kg,Selección de Dia,https://www.dia.es/carnes/hamburguesas-carne-picada-y-albondigas/p/303270,https://www.dia.es/product_images/303270/303270_ISO_0_ES.jpg,True
DI-3643,306354,Alas de pollo certificado partidas Selección de Dia 750 g aprox.,5.02,6.69€/kg,Selección de Dia,https://www.dia.es/carnes/pollo/p/306354,https://www.dia.es/product_images/306354/306354_ISO_0_ES.jpg,True
DI-3641,306352,Pollo entero certificado Selección de Dia 2 Kg aprox.,9.98,4.99€/kg,Selección de Dia,https://www.dia.es/carnes/pollo/p/306352,https://www.dia.es/product_images/306352/306352_ISO_0_ES.jpg,True
DI-4798,264320,Pincho de cerdo adobado Selección de Dia 340 g,3.49,10.26€/kg,Selección de Dia,https://www.dia.es/carnes/cerdo/p/264320,https://www.dia.es/product_images/264320/264320_ISO_0_ES.jpg,True
DI-4799,221279,Pinchos de pollo rojo Selección de Dia 320 g,3.49,10.91€/kg,Selección de Dia,https://www.dia.es/carnes/pollo/p/221279,https://www.dia.es/product_images/221279/221279_ISO_0_ES.jpg,True
DI-2320,276606,Pollo asado troceado Bonchef 1.2 Kg,8.39,6.99€/kg,Bonchef,https://www.dia.es/platos-preparados-y-pizzas/comida-tradicional/p/276606,https://www.dia.es/product_images/276606/276606_ISO_0_ES.jpg,True
DI-4017,309665,Carpaccio Selección de Dia 105 g,4.79,45.62€/kg,Selección de Dia,https://www.dia.es/platos-preparados-y-pizzas/listos-para-comer/p/309665,https://www.dia.es/product_images/309665/309665_ISO_0_ES.jpg,True
